Timestamp,Latitude,Longitude,Location
2017-11-02 04:52:54,-45.867002,170.511305,"ANZ Otago University, Albany Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:52:56,-45.866964,170.511377,"68, Albany Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:53:02,-45.866975,170.511448,"Sushi Station, Albany Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:53:12,-45.866867,170.511405,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:53:17,-45.86682,170.511357,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:53:27,-45.866765,170.5112,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:53:36,-45.866887,170.511127,"ANZ Otago University, Albany Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:53:44,-45.86698,170.511075,"20, Gowland Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:54:24,-45.866986,170.510924,"18, Gowland Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:54:29,-45.867002,170.510851,"18, Gowland Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:54:53,-45.8672,170.510698,"8, Emily Siedeberg Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:55:02,-45.867347,170.510628,"8, Emily Siedeberg Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:55:15,-45.867486,170.510557,"8, Emily Siedeberg Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:55:22,-45.867601,170.510547,"Allpress Espresso Roastery Cafè, Emily Siedeberg Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:55:33,-45.867721,170.51047,"Allpress Espresso Roastery Cafè, Emily Siedeberg Place, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:55:40,-45.86774000000001,170.510405,"10, Malcolm Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:55:51,-45.867911,170.510268,"10A, Malcolm Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:11,-45.86797,170.51013799999996,"5, Malcolm Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:20,-45.868125,170.510099,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:27,-45.868225,170.510118,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:32,-45.868266,170.51004,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:39,-45.868214,170.509861,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:44,-45.868218,170.509781,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:56:55,-45.868322,170.509748,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:57:02,-45.868287,170.509694,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:57:48,-45.868304,170.509757,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:58:14,-45.868255,170.509802,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:58:30,-45.868182,170.509626,"University of Otago, Clyde Street, North Dunedin, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:58:43,-45.868149,170.509409,"Hunter Building, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:58:55,-45.868246,170.509379,"Hunter Building, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:59:05,-45.868332,170.509309,"61, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:59:08,-45.868373,170.50925700000005,"61, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:59:12,-45.868418,170.509261,"61, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:59:21,-45.868409,170.509122,"Hunter Building, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-02 04:59:26,-45.868464,170.50913400000005,"61, Frederick Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
