Timestamp,Latitude,Longitude,Location
2017-11-25 22:03:54,-45.870279,170.509854,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:04:09,-45.870375,170.510075,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:04:14,-45.87039,170.509994,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:04:22,-45.870348,170.509807,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:04:30,-45.870262,170.509697,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:04:40,-45.870304,170.50973,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:06:10,-45.87025,170.509728,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:06:16,-45.870211,170.50968799999995,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:06:22,-45.87017,170.50971299999995,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:06:30,-45.870074,170.509637,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:07:01,-45.870015,170.509625,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:07:23,-45.870107,170.509671,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:07:44,-45.87005900000001,170.509655,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:08:13,-45.870141,170.509735,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:08:50,-45.869673,170.509859,"Cumberland College, Castle Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:11:44,-45.869717,170.509826,"Cumberland College, Castle Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:13:45,-45.869773,170.50983200000005,"Cumberland College, Castle Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:13:48,-45.869824,170.509825,"Cumberland College, Castle Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:13:50,-45.869961,170.509835,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
2017-11-25 22:13:51,-45.870099,170.509844,"Fraser Building, Cumberland Street, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand"
