Topic_number,Topics
0,"[('HHH2', 0.09323879), ('NNO1', 0.03640168), ('NHH8', 0.03573012), ('HHH4', 0.03417827), ('HNN5', 0.03343774), ('HHO1', 0.030556235), ('NOO1', 0.029008007), ('HHN3', 0.025840245), ('HNH3', 0.025671814), ('HNN7', 0.02359433), ('HHN7', 0.023464572), ('HHO8', 0.021080226), ('NNN1', 0.020735107), ('OON1', 0.020245194), ('NNH6', 0.020097462), ('HHH5', 0.01738968), ('HOO8', 0.017335232), ('NHN6', 0.017329967), ('NHN5', 0.017328855), ('NNH5', 0.017303284), ('HON2', 0.016971473), ('NHH2', 0.016945664), ('OOC1', 0.014317386), ('ONN1', 0.014280717), ('NNH7', 0.01407957), ('NHH7', 0.012468494), ('HHH3', 0.0093459105), ('HNH6', 0.0089752115), ('ONH2', 0.0089752115), ('OHH4', 0.0089752115), ('CCC1', 0.0089752115), ('CHH1', 0.0089752115), ('HHN5', 0.0089752115), ('HHO4', 0.0089752115), ('NHH3', 0.0089752115), ('HNN6', 0.0089752115), ('CCH1', 0.0089752115), ('OCC1', 0.0089752115), ('HOH4', 0.0089752115), ('OOH8', 0.0089752115), ('OHC8', 0.00056099024), ('NOH8', 0.00056099024), ('HON8', 0.00056098774), ('NHH6', 0.00056098774), ('HNH2', 0.00056098774), ('HHH6', 0.00056098215), ('NNH4', 0.0005609751), ('RHH3', 0.00056097406), ('ORR3', 0.00056097406), ('HOR3', 0.00056097406), ('RRH3', 0.00056097406), ('NNO7', 0.00056097313), ('HOC1', 0.00056097313), ('ONH1', 0.00056097214), ('NHN4', 0.00056097144), ('NHN3', 0.00056097144), ('NRR7', 0.0005609714), ('NNR7', 0.0005609714), ('NHC4', 0.0005609714), ('HCN4', 0.0005609714), ('RNH7', 0.0005609714), ('RRN7', 0.0005609714), ('CHN5', 0.0005609713), ('NCH5', 0.00056097127), ('HNH8', 0.00056097045), ('HON3', 0.00056096964), ('ONO3', 0.0005609694), ('HHO2', 0.00056096906), ('HHH1', 0.0005609687), ('OON8', 0.00056096684), ('OCN1', 0.0005609667), ('HHN1', 0.00056096655), ('OHH1', 0.00056096644), ('HOO1', 0.00056096585), ('ONH4', 0.00056096574), ('NOH1', 0.0005609657), ('NON3', 0.0005609655), ('NHH1', 0.00056096545), ('HNN3', 0.00056096533), ('OHH2', 0.00056096533), ('COH1', 0.00056096533), ('HNN4', 0.00056096504), ('HHN4', 0.000560965), ('HHH8', 0.0005609647), ('OOH2', 0.00056096446), ('OOO1', 0.0005609644), ('CNO1', 0.0005609639), ('HCN8', 0.0005609638), ('NCO1', 0.0005609638), ('CNN6', 0.00056096376), ('HNN8', 0.0005609634), ('OHO1', 0.00056096335), ('HHN8', 0.0005609632), ('NHN8', 0.0005609632), ('CNN4', 0.00056096306), ('COO1', 0.00056096306), ('ONN3', 0.00056096306), ('NNC4', 0.00056096294), ('CNN8', 0.0005609629), ('NNC5', 0.0005609628), ('NCN5', 0.0005609628), ('CNN1', 0.0005609628), ('NNN5', 0.00056096277), ('CON1', 0.00056096277), ('HHH7', 0.00056096265), ('NNN4', 0.00056096265), ('NNN6', 0.0005609626), ('NNN7', 0.00056096254), ('NNH8', 0.00056096254), ('ONC1', 0.0005609624), ('CCO1', 0.0005609624), ('OOH1', 0.00056096236), ('NNC1', 0.00056096225), ('NNN3', 0.0005609622), ('NCC1', 0.0005609622), ('LHN3', 0.00056096213), ('LHH4', 0.00056096213), ('LHC7', 0.00056096213), ('NLH7', 0.00056096213), ('NLN5', 0.00056096213), ('LNN5', 0.00056096213), ('NHC8', 0.00056096213), ('COL1', 0.00056096213), ('NOL2', 0.00056096213), ('NNL5', 0.00056096213), ('LLH3', 0.00056096213), ('LCL3', 0.00056096213), ('CCC7', 0.00056096213), ('CLL3', 0.00056096213), ('OLL1', 0.00056096213), ('LOO1', 0.00056096213), ('CCO2', 0.00056096213), ('OOO3', 0.00056096213), ('OOC4', 0.00056096213), ('OLC2', 0.00056096213), ('NHO1', 0.00056096213), ('NCM1', 0.00056096213), ('MNN1', 0.00056096213), ('MCO2', 0.00056096213), ('MCM1', 0.00056096213), ('LLL8', 0.00056096213), ('LCO3', 0.00056096213), ('COO3', 0.00056096213), ('COO2', 0.00056096213), ('CMN1', 0.00056096213), ('CMC1', 0.00056096213), ('OOL1', 0.00056096213), ('HNH4', 0.00056096213), ('COL3', 0.00056096213), ('LLH4', 0.00056096213), ('OCL1', 0.00056096213), ('NON4', 0.00056096213), ('NNO4', 0.00056096213), ('NCL2', 0.00056096213), ('NCH8', 0.00056096213), ('LNC2', 0.00056096213), ('LLL2', 0.00056096213), ('LLC3', 0.00056096213), ('LCC3', 0.00056096213), ('CLL2', 0.00056096213), ('CHC8', 0.00056096213), ('ONL1', 0.00056096213), ('CCH5', 0.00056096213), ('CCC5', 0.00056096213), ('LCO1', 0.00056096213), ('CNH1', 0.00056096213), ('OLC3', 0.00056096213), ('LCH3', 0.00056096213), ('LLL3', 0.00056096213), ('ONH7', 0.00056096213), ('OLL3', 0.00056096213), ('NCC4', 0.00056096213), ('NNL3', 0.00056096213), ('NHC6', 0.00056096213), ('LNN3', 0.00056096213), ('HCN6', 0.00056096213), ('HOH2', 0.00056096213), ('HOH1', 0.00056096213), ('COH2', 0.00056096213), ('HHO3', 0.00056096213), ('HCC3', 0.00056096213), ('NOO4', 0.00056096213), ('NNL2', 0.00056096213), ('NLO3', 0.00056096213), ('LON3', 0.00056096213), ('LNN2', 0.00056096213), ('LLN1', 0.00056096213), ('HHC3', 0.00056096213), ('CLN2', 0.00056096213), ('HNH7', 0.00056096213), ('HOO4', 0.00056096213), ('HON7', 0.00056096213), ('OOH5', 0.00056096213), ('OHN5', 0.00056096213), ('COO4', 0.00056096213), ('CCO4', 0.00056096213), ('LLC2', 0.00056096213), ('LCN2', 0.00056096213), ('OHO2', 0.00056096213), ('RRN3', 0.00056096213), ('NHR3', 0.00056096213), ('HRR3', 0.00056096213), ('NHM2', 0.00056096213), ('MHH2', 0.00056096213), ('HNH1', 0.00056096213), ('HMH2', 0.00056096213), ('NCH3', 0.00056096213), ('RNN3', 0.00056096213), ('NCO3', 0.00056096213), ('HNO7', 0.00056096213), ('HOC8', 0.00056096213), ('NHO4', 0.00056096213), ('HON4', 0.00056096213), ('NLL8', 0.00056096213), ('NCL4', 0.00056096213), ('LNL8', 0.00056096213), ('LLN7', 0.00056096213), ('LLN5', 0.00056096213), ('NLN4', 0.00056096213), ('CNC4', 0.00056096213), ('HCC2', 0.00056096213), ('CNN5', 0.00056096213), ('HNO1', 0.00056096213), ('NHN7', 0.00056096213), ('OOO4', 0.00056096213), ('OON4', 0.00056096213), ('HCN1', 0.00056096213), ('CLL4', 0.00056096213), ('NNH2', 0.00056096213), ('NNL4', 0.00056096213), ('NOC7', 0.00056096213), ('HNC6', 0.00056096213), ('OOO8', 0.00056096213), ('OOO7', 0.00056096213), ('ONN8', 0.00056096213), ('NHO7', 0.00056096213), ('NCN6', 0.00056096213), ('HOO7', 0.00056096213), ('NNL8', 0.00056096213), ('CNC6', 0.00056096213), ('OHN4', 0.00056096213), ('NON7', 0.00056096213), ('NOH4', 0.00056096213), ('NOC8', 0.00056096213), ('NNO6', 0.00056096213), ('HNO4', 0.00056096213), ('OCN8', 0.00056096213), ('CLL8', 0.00056096213), ('CCL8', 0.00056096213), ('OOL2', 0.00056096213), ('LOL1', 0.00056096213), ('NLN1', 0.00056096213), ('LNN8', 0.00056096213), ('LNL7', 0.00056096213), ('LNL1', 0.00056096213), ('LNC1', 0.00056096213), ('HHC1', 0.00056096213), ('HCL1', 0.00056096213), ('CNO3', 0.00056096213), ('CLN1', 0.00056096213), ('NLN7', 0.00056096213), ('CCN3', 0.00056096213), ('OON3', 0.00056096213), ('ONO2', 0.00056096213), ('ONN4', 0.00056096213), ('OHN2', 0.00056096213), ('NOO3', 0.00056096213), ('NON2', 0.00056096213), ('NOH2', 0.00056096213), ('NNO3', 0.00056096213), ('NLL1', 0.00056096213), ('CCC2', 0.00056096213), ('NCH7', 0.00056096213), ('NLN8', 0.00056096213), ('OOC2', 0.00056096213), ('CCC3', 0.00056096213), ('OON2', 0.00056096213), ('OOL3', 0.00056096213), ('ONC2', 0.00056096213), ('OLL4', 0.00056096213), ('OHO3', 0.00056096213), ('OCN4', 0.00056096213), ('NOO2', 0.00056096213), ('NCO2', 0.00056096213), ('NNL7', 0.00056096213), ('NCN8', 0.00056096213), ('LOC4', 0.00056096213), ('LLO4', 0.00056096213), ('LCN1', 0.00056096213), ('HOO3', 0.00056096213), ('COH3', 0.00056096213), ('NCL7', 0.00056096213), ('LLC7', 0.00056096213), ('LCN8', 0.00056096213), ('CLL7', 0.00056096213), ('NCL1', 0.00056096213), ('CCC4', 0.00056096213), ('LLC1', 0.00056096213), ('CNL1', 0.00056096213), ('HNN1', 0.00056096213), ('CHH7', 0.00056096213), ('CCH7', 0.00056096213), ('OCC2', 0.00056096213), ('NOO8', 0.00056096213), ('NNO8', 0.00056096213), ('NNH1', 0.00056096213), ('NHC1', 0.00056096213), ('HCO1', 0.00056096213), ('HNN2', 0.00056096213), ('COC1', 0.00056096213), ('CCN7', 0.00056096213), ('CCN2', 0.00056096213), ('CCN1', 0.00056096213), ('NNN8', 0.00056096213), ('NNN2', 0.00056096213), ('NNC8', 0.00056096213), ('NNC7', 0.00056096213), ('NCC7', 0.00056096213), ('CCN8', 0.00056096213), ('CNN2', 0.00056096213), ('HCH8', 0.00056096213), ('NCN3', 0.00056096213), ('NON1', 0.00056096213), ('CHN8', 0.00056096213), ('CHN1', 0.00056096213), ('CHC7', 0.00056096213), ('OCC8', 0.00056096213), ('NCN1', 0.00056096213), ('NCH2', 0.00056096213), ('NCH1', 0.00056096213), ('LCC1', 0.00056096213), ('HNC2', 0.00056096213), ('NNC3', 0.00056096213), ('HHN2', 0.00056096213), ('COC8', 0.00056096213), ('CNN3', 0.00056096213), ('CNC1', 0.00056096213), ('CLC1', 0.00056096213), ('CHC2', 0.00056096213), ('CCO8', 0.00056096213), ('CCL1', 0.00056096213), ('ONO1', 0.00056096213), ('OHN1', 0.00056096213), ('HCN3', 0.00056096213), ('OLC1', 0.00056096213), ('CCN4', 0.00056096213), ('HCC1', 0.00056096213), ('LON4', 0.00056096213), ('LNL3', 0.00056096213), ('OHH3', 0.00056096213), ('OCO1', 0.00056096213), ('NHN2', 0.00056096213), ('NCN7', 0.00056096213), ('HOH3', 0.00056096213), ('HNO2', 0.00056096213), ('CNH2', 0.00056096213), ('NLN3', 0.00056096213), ('NCC8', 0.00056096213), ('NON8', 0.00056096213), ('NOC1', 0.00056096213), ('NCN2', 0.00056096213), ('CNC2', 0.00056096213), ('OCH1', 0.00056096213), ('NCO8', 0.00056096213), ('LOC1', 0.00056096213), ('LNN1', 0.00056096213), ('LLO1', 0.00056096213), ('ONO8', 0.00056096213), ('CON8', 0.00056096213), ('NLO4', 0.00056096213), ('NHH4', 0.00056096213), ('CLO1', 0.00056096213), ('CHN2', 0.00056096213), ('HNC8', 0.00056096213), ('HNC1', 0.00056096213), ('CNC7', 0.00056096213), ('CHN3', 0.00056096213), ('CCH2', 0.00056096213), ('ROC1', 0.00056096213), ('NCR1', 0.00056096213), ('OLN3', 0.00056096213), ('CRO1', 0.00056096213), ('OHC1', 0.00056096213), ('NNH3', 0.00056096213), ('HCC7', 0.00056096213), ('CON2', 0.00056096213), ('CCC8', 0.00056096213), ('NNC2', 0.00056096213), ('HCH1', 0.00056096213), ('CHH8', 0.00056096213), ('HON1', 0.00056096213), ('CHH2', 0.00056096213), ('CNH8', 0.00056096213), ('CNC8', 0.00056096213), ('RHN4', 0.00056096213), ('OCO2', 0.00056096213), ('NOC2', 0.00056096213), ('LLL1', 0.00056096213), ('HCN2', 0.00056096213), ('CON3', 0.00056096213), ('COC3', 0.00056096213), ('CNO2', 0.00056096213), ('CLL1', 0.00056096213), ('OCN2', 0.00056096213), ('OCO3', 0.00056096213), ('OOO2', 0.00056096213), ('OHN3', 0.00056096213), ('CCH8', 0.00056096213), ('ROO1', 0.00056096213), ('ORO1', 0.00056096213), ('ONN2', 0.00056096213), ('NOR1', 0.00056096213), ('NHN1', 0.00056096213), ('NHC7', 0.00056096213), ('NCC3', 0.00056096213), ('OOH3', 0.00056096213), ('CHC1', 0.00056096213), ('CHH3', 0.00056096213), ('HCO2', 0.00056096213), ('RHH2', 0.00056096213), ('NCN4', 0.00056096213), ('HRH3', 0.00056096213), ('HHR3', 0.00056096213), ('HHC7', 0.00056096213), ('CRH2', 0.00056096213), ('NNO2', 0.00056096213), ('HOO2', 0.00056096213), ('RCC1', 0.00056096213), ('COC2', 0.00056096213), ('NCC2', 0.00056096213), ('CRC1', 0.00056096213), ('CNN7', 0.00056096213), ('CCR1', 0.00056096213), ('OCH2', 0.00056096213), ('NNL1', 0.00056096213), ('NLL7', 0.00056096213), ('NLC1', 0.00056096213), ('LCH1', 0.00056096213), ('HHC2', 0.00056096213), ('HCN7', 0.00056096213), ('NOH3', 0.00056096213)]"
1,"[('NNN6', 0.066336796), ('NNN5', 0.058121976), ('NNN4', 0.04998108), ('NNN7', 0.03351448), ('NNN3', 0.01681902), ('CNC1', 0.016507195), ('OOO1', 0.016507143), ('HNN5', 0.016497022), ('HOH1', 0.0164932), ('NHN5', 0.01649298), ('HNH4', 0.016492207), ('NHH8', 0.016491491), ('HHH1', 0.016484784), ('CCO8', 0.016436188), ('COC8', 0.016435253), ('HNC2', 0.011100496), ('CNN3', 0.010324999), ('NCH2', 0.00988513), ('HNN1', 0.00951713), ('LCC1', 0.009073481), ('NNN1', 0.009035893), ('CLC1', 0.008817199), ('CCL1', 0.008524657), ('NNC7', 0.008520389), ('CCC7', 0.00852034), ('OCC8', 0.008520261), ('NCC7', 0.008520201), ('CCN8', 0.008520045), ('HHN2', 0.008519911), ('CHC2', 0.008519906), ('NCH1', 0.008519861), ('OCN1', 0.008519722), ('HCN3', 0.008519713), ('NON1', 0.008519259), ('CCO1', 0.008519241), ('CHH1', 0.008519181), ('NCN1', 0.008519176), ('OOC1', 0.00851896), ('COO1', 0.008517922), ('HHO3', 0.008517229), ('NHO4', 0.008516183), ('NNH5', 0.008515168), ('HHH2', 0.0085148355), ('ONO1', 0.008514744), ('OHN1', 0.008514077), ('HOH2', 0.008513852), ('HOH3', 0.008513756), ('HNH8', 0.00851371), ('OHH1', 0.008513595), ('NNH7', 0.008513173), ('OHH2', 0.008513149), ('NNH1', 0.008512935), ('OHN4', 0.008512535), ('NHN4', 0.008512295), ('HHO2', 0.008512091), ('HHN8', 0.008511947), ('HOH4', 0.008511882), ('NHO1', 0.008511865), ('OHN3', 0.008511451), ('HNH3', 0.008511359), ('NOH1', 0.008511195), ('OHO1', 0.008510709), ('NCN2', 0.0005384591), ('NNO1', 0.0005376208), ('ONN1', 0.0005374654), ('CCN4', 0.0005373286), ('NNC5', 0.0005370611), ('CNN4', 0.00053681363), ('NCN5', 0.00053649856), ('NNO8', 0.0005361877), ('CNN1', 0.0005361766), ('NOO8', 0.0005361695), ('NCC1', 0.0005361526), ('CNN5', 0.0005361021), ('NNN2', 0.00053598476), ('OOO8', 0.0005358785), ('CNN2', 0.0005358769), ('NNC2', 0.0005358675), ('LCN1', 0.00053581316), ('NNN8', 0.00053554896), ('NCC4', 0.0005351181), ('NNC1', 0.00053511275), ('NNC4', 0.00053502765), ('NON3', 0.0005327661), ('CHN2', 0.000532766), ('NCC8', 0.000532766), ('NNO3', 0.0005327659), ('NNC8', 0.00053276576), ('CCN1', 0.00053276576), ('ONN4', 0.0005327657), ('NCL1', 0.0005327657), ('OON4', 0.0005327656), ('OOO4', 0.0005327656), ('HCN1', 0.0005327656), ('HNN7', 0.0005327656), ('OLL3', 0.0005327656), ('NCO3', 0.0005327656), ('LLL3', 0.0005327656), ('NHN7', 0.0005327656), ('MNN1', 0.0005327656), ('OLC2', 0.0005327656), ('HON4', 0.0005327656), ('NLL8', 0.0005327656), ('NCL4', 0.0005327656), ('LNL8', 0.0005327656), ('LLN7', 0.0005327656), ('LLN5', 0.0005327656), ('CNC4', 0.0005327656), ('LLL8', 0.0005327656), ('CLL4', 0.0005327656), ('ONH1', 0.0005327656), ('MCM1', 0.0005327656), ('HCC2', 0.0005327656), ('MCO2', 0.0005327656), ('HNO1', 0.0005327656), ('LLH4', 0.0005327656), ('HON3', 0.0005327656), ('NCM1', 0.0005327656), ('HHN7', 0.0005327656), ('LHH4', 0.0005327656), ('NNL5', 0.0005327656), ('NHH2', 0.0005327656), ('LNC2', 0.0005327656), ('LLL2', 0.0005327656), ('LLC3', 0.0005327656), ('LCC3', 0.0005327656), ('CLL2', 0.0005327656), ('CHC8', 0.0005327656), ('ONL1', 0.0005327656), ('HON7', 0.0005327656), ('CHN5', 0.0005327656), ('CCH5', 0.0005327656), ('CCC5', 0.0005327656), ('LCO1', 0.0005327656), ('CNH1', 0.0005327656), ('OLC3', 0.0005327656), ('LCH3', 0.0005327656), ('COL3', 0.0005327656), ('OOL1', 0.0005327656), ('NCH8', 0.0005327656), ('NCL2', 0.0005327656), ('NNO4', 0.0005327656), ('NON4', 0.0005327656), ('NHC8', 0.0005327656), ('OOC4', 0.0005327656), ('COL1', 0.0005327656), ('NOL2', 0.0005327656), ('OLL1', 0.0005327656), ('OOO3', 0.0005327656), ('CCO2', 0.0005327656), ('NLN5', 0.0005327656), ('HHN4', 0.0005327656), ('NLH7', 0.0005327656), ('OOH5', 0.0005327656), ('LLH3', 0.0005327656), ('LOO1', 0.0005327656), ('LHN3', 0.0005327656), ('LHC7', 0.0005327656), ('LCL3', 0.0005327656), ('CLL3', 0.0005327656), ('OCL1', 0.0005327656), ('LNN5', 0.0005327656), ('NLN4', 0.0005327656), ('HOO7', 0.0005327656), ('NNL8', 0.0005327656), ('NOH8', 0.0005327656), ('HOC1', 0.0005327656), ('NCH3', 0.0005327656), ('HOO4', 0.0005327656), ('OOH8', 0.0005327656), ('ONH2', 0.0005327656), ('OHH4', 0.0005327656), ('HOO8', 0.0005327656), ('HON2', 0.0005327656), ('HNH6', 0.0005327656), ('HHO4', 0.0005327656), ('HHN5', 0.0005327656), ('HHH5', 0.0005327656), ('OHO2', 0.0005327656), ('HNH7', 0.0005327656), ('HHH4', 0.0005327656), ('COH2', 0.0005327656), ('NNL3', 0.0005327656), ('NHC6', 0.0005327656), ('OHC8', 0.0005327656), ('LNN3', 0.0005327656), ('HOR3', 0.0005327656), ('RHH3', 0.0005327656), ('NNR7', 0.0005327656), ('NHC4', 0.0005327656), ('NRR7', 0.0005327656), ('ONH4', 0.0005327656), ('RNH7', 0.0005327656), ('RRN7', 0.0005327656), ('HRR3', 0.0005327656), ('NHR3', 0.0005327656), ('RNN3', 0.0005327656), ('RRN3', 0.0005327656), ('LCN2', 0.0005327656), ('LLC2', 0.0005327656), ('CCO4', 0.0005327656), ('HCN4', 0.0005327656), ('NHM2', 0.0005327656), ('MHH2', 0.0005327656), ('HNH1', 0.0005327656), ('HMH2', 0.0005327656), ('RRH3', 0.0005327656), ('ORR3', 0.0005327656), ('NNL4', 0.0005327656), ('HCN6', 0.0005327656), ('HON8', 0.0005327656), ('HHO8', 0.0005327656), ('HHH7', 0.0005327656), ('OOO7', 0.0005327656), ('OON8', 0.0005327656), ('ONN8', 0.0005327656), ('NHO7', 0.0005327656), ('NCN6', 0.0005327656), ('CNN6', 0.0005327656), ('CNC6', 0.0005327656), ('ONH7', 0.0005327656), ('NON7', 0.0005327656), ('NOH4', 0.0005327656), ('NOC8', 0.0005327656), ('NNO6', 0.0005327656), ('NHH3', 0.0005327656), ('HNO4', 0.0005327656), ('OCN8', 0.0005327656), ('NOC7', 0.0005327656), ('NNO7', 0.0005327656), ('HNC6', 0.0005327656), ('NHH6', 0.0005327656), ('HOC8', 0.0005327656), ('NNH2', 0.0005327656), ('HNH2', 0.0005327656), ('HHH6', 0.0005327656), ('COO4', 0.0005327656), ('OHN5', 0.0005327656), ('HHC3', 0.0005327656), ('HCC3', 0.0005327656), ('ONO3', 0.0005327656), ('NOO4', 0.0005327656), ('NNL2', 0.0005327656), ('NLO3', 0.0005327656), ('NCH5', 0.0005327656), ('LON3', 0.0005327656), ('LNN2', 0.0005327656), ('LLN1', 0.0005327656), ('CLN2', 0.0005327656), ('LCO3', 0.0005327656), ('HNO7', 0.0005327656), ('HNN6', 0.0005327656), ('NNH6', 0.0005327656), ('NHN6', 0.0005327656), ('HOO1', 0.0005327656), ('OOL2', 0.0005327656), ('COO2', 0.0005327656), ('OOL3', 0.0005327656), ('ONC2', 0.0005327656), ('OLL4', 0.0005327656), ('OHO3', 0.0005327656), ('OCN4', 0.0005327656), ('NOO2', 0.0005327656), ('NCO2', 0.0005327656), ('NCN8', 0.0005327656), ('LOC4', 0.0005327656), ('LLO4', 0.0005327656), ('HOO3', 0.0005327656), ('COH3', 0.0005327656), ('CNO1', 0.0005327656), ('OOH2', 0.0005327656), ('NCL7', 0.0005327656), ('LLC7', 0.0005327656), ('LCN8', 0.0005327656), ('CLL7', 0.0005327656), ('OOC2', 0.0005327656), ('OON2', 0.0005327656), ('NNL7', 0.0005327656), ('CCC3', 0.0005327656), ('CNH8', 0.0005327656), ('CON3', 0.0005327656), ('COC3', 0.0005327656), ('CNO2', 0.0005327656), ('CLL1', 0.0005327656), ('CCH1', 0.0005327656), ('OCN2', 0.0005327656), ('OOO2', 0.0005327656), ('OOH3', 0.0005327656), ('CCH8', 0.0005327656), ('ROO1', 0.0005327656), ('ORO1', 0.0005327656), ('ONN2', 0.0005327656), ('NOR1', 0.0005327656), ('NHN8', 0.0005327656), ('NHN1', 0.0005327656), ('NHC7', 0.0005327656), ('NCC3', 0.0005327656), ('HCN8', 0.0005327656), ('HCC1', 0.0005327656), ('CCC4', 0.0005327656), ('NLN8', 0.0005327656), ('NLN7', 0.0005327656), ('NLN1', 0.0005327656), ('CHN1', 0.0005327656), ('CHC7', 0.0005327656), ('OON1', 0.0005327656), ('OOH1', 0.0005327656), ('NOO1', 0.0005327656), ('NNC3', 0.0005327656), ('NCN3', 0.0005327656), ('HNN8', 0.0005327656), ('HNN2', 0.0005327656), ('CHH7', 0.0005327656), ('CCH7', 0.0005327656), ('OCC2', 0.0005327656), ('NHC1', 0.0005327656), ('HCO1', 0.0005327656), ('COC1', 0.0005327656), ('CCN7', 0.0005327656), ('CCN2', 0.0005327656), ('CCC1', 0.0005327656), ('CNN8', 0.0005327656), ('CHN8', 0.0005327656), ('CNL1', 0.0005327656), ('HCH8', 0.0005327656), ('HNN3', 0.0005327656), ('NCO1', 0.0005327656), ('LNN8', 0.0005327656), ('LNL7', 0.0005327656), ('LNL1', 0.0005327656), ('LNC1', 0.0005327656), ('HHC1', 0.0005327656), ('HCL1', 0.0005327656), ('CNO3', 0.0005327656), ('CLN1', 0.0005327656), ('HCN2', 0.0005327656), ('CCN3', 0.0005327656), ('OON3', 0.0005327656), ('ONO2', 0.0005327656), ('OHN2', 0.0005327656), ('NOO3', 0.0005327656), ('NON2', 0.0005327656), ('NOH2', 0.0005327656), ('NLL1', 0.0005327656), ('NCH7', 0.0005327656), ('LLC1', 0.0005327656), ('CCC2', 0.0005327656), ('COO3', 0.0005327656), ('LLL1', 0.0005327656), ('OCO2', 0.0005327656), ('HHH8', 0.0005327656), ('HCH1', 0.0005327656), ('CHH8', 0.0005327656), ('HON1', 0.0005327656), ('COH1', 0.0005327656), ('NNH8', 0.0005327656), ('NHH4', 0.0005327656), ('ONC1', 0.0005327656), ('OLN3', 0.0005327656), ('NLO4', 0.0005327656), ('NLN3', 0.0005327656), ('LON4', 0.0005327656), ('LNL3', 0.0005327656), ('OHH3', 0.0005327656), ('OCO1', 0.0005327656), ('NHN2', 0.0005327656), ('NCN7', 0.0005327656), ('HNO2', 0.0005327656), ('CNH2', 0.0005327656), ('CCC8', 0.0005327656), ('NNH4', 0.0005327656), ('CON2', 0.0005327656), ('NHN3', 0.0005327656), ('CMN1', 0.0005327656), ('CMC1', 0.0005327656), ('CLL8', 0.0005327656), ('CCL8', 0.0005327656), ('OLC1', 0.0005327656), ('LOL1', 0.0005327656), ('CLO1', 0.0005327656), ('HNC8', 0.0005327656), ('HNC1', 0.0005327656), ('CNC7', 0.0005327656), ('CHN3', 0.0005327656), ('CCH2', 0.0005327656), ('ROC1', 0.0005327656), ('NCR1', 0.0005327656), ('CRO1', 0.0005327656), ('CHH2', 0.0005327656), ('OHC1', 0.0005327656), ('OCC1', 0.0005327656), ('NNH3', 0.0005327656), ('HCC7', 0.0005327656), ('ONO8', 0.0005327656), ('NON8', 0.0005327656), ('NOC1', 0.0005327656), ('HHO1', 0.0005327656), ('RCC1', 0.0005327656), ('NCC2', 0.0005327656), ('HCN7', 0.0005327656), ('CRC1', 0.0005327656), ('CNN7', 0.0005327656), ('CCR1', 0.0005327656), ('OCH2', 0.0005327656), ('NNL1', 0.0005327656), ('NLL7', 0.0005327656), ('NLC1', 0.0005327656), ('LCH1', 0.0005327656), ('HHN3', 0.0005327656), ('HHC2', 0.0005327656), ('HCO2', 0.0005327656), ('COC2', 0.0005327656), ('CHH3', 0.0005327656), ('ONN3', 0.0005327656), ('OCO3', 0.0005327656), ('HOO2', 0.0005327656), ('HHN1', 0.0005327656), ('NHH1', 0.0005327656), ('NNO2', 0.0005327656), ('CON1', 0.0005327656), ('CNC2', 0.0005327656), ('OCH1', 0.0005327656), ('NCO8', 0.0005327656), ('LOC1', 0.0005327656), ('LNN1', 0.0005327656), ('LLO1', 0.0005327656), ('CON8', 0.0005327656), ('CNC8', 0.0005327656), ('NOC2', 0.0005327656), ('CHC1', 0.0005327656), ('RHH2', 0.0005327656), ('NHH7', 0.0005327656), ('NCN4', 0.0005327656), ('HRH3', 0.0005327656), ('HNN4', 0.0005327656), ('HHR3', 0.0005327656), ('HHH3', 0.0005327656), ('HHC7', 0.0005327656), ('CRH2', 0.0005327656), ('RHN4', 0.0005327656), ('NOH3', 0.0005327656)]"
