0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,major_lda_topic,anomaly,Agglomerative,GMM_labels
0.30824230145663023,1.1790845728246495,0.10430840216577053,0.878094729501754,0.7170650723855942,0.10430840216577053,4.106540782697266,2.009824671782553,0.9710010009002872,0.7331882003927603,0.10577325010672212,1.9670483661757316,0.10430840216577053,0.10430840216577053,2.0531021775168483,6,1,1,0
0.14350349392043427,1.0945688212523237,0.10430840216577053,0.6941944194259122,0.8496912904083729,0.10430840216577053,2.787072691367939,1.9211974634672515,0.7909235446713865,0.8361602445074823,0.1053891007322818,1.6693102370772976,0.10430840216577053,0.10430840216577053,1.9996511988792918,6,1,0,1
0.20795793377328664,0.9944576187408529,0.10430840216577053,0.5778331041801721,0.6374890340375714,0.10430840216577053,2.0612092204682995,1.5581957618705928,0.663202247058507,0.6488225271750707,0.10531107522547245,1.4976073077996261,0.10430840216577053,0.10430840216577053,1.7189413551386679,6,1,0,1
0.047974950808566064,1.265538946725428,0.10430840216577053,0.6839480902417563,0.6640150803141296,0.10430840216577053,1.907700732948797,1.5423582361545414,0.7100727875949815,0.7011242958251387,0.10510222613811493,1.5576007254130673,0.10430840216577053,0.10430840216577053,1.861171008553356,1,1,0,1
0.06164499145234004,0.9789423319743946,0.10430840216577053,0.5102490629651584,0.6242271568044089,0.10430840216577053,1.7584624445244117,1.4623040888109244,0.49317936395527795,0.6867850465059746,0.10514050093479455,1.4691380875156028,0.10430840216577053,0.10430840216577053,1.8093428411521018,14,1,0,1
0.025804277160204947,0.9773611791315489,0.10430840216577053,0.5102578902733512,0.5977021668222733,0.10430840216577053,1.7343608280316403,1.5194006674573757,0.5149282583734021,0.7262607185111847,0.10529070906341076,1.4464650115696713,0.10430840216577053,0.10430840216577053,1.7850892153801396,14,1,0,1
0.06615256652003154,1.1249155519763008,0.10430840216577053,0.6359806786058471,0.6374894641921856,0.10430840216577053,2.3320373067981564,1.6632106757024303,0.739005857903976,0.7884763686452061,0.10512508684769273,1.547875062940875,0.10430840216577053,0.10430840216577053,2.0005110783167765,6,1,0,1
0.06615255982615054,0.8878679496701807,0.10430840216577053,0.4171424005762674,0.6242273052921519,0.10430840216577053,1.7888928148549894,1.318964661390055,0.304628026264254,0.942237743147416,0.10567083721980453,1.4643058757064864,0.10430840216577053,0.10430840216577053,1.767047579283826,14,1,0,1
0.11502197867957875,0.8970159521559253,0.10430840216577053,0.5576941027538851,0.6109644248499535,0.10430840216577053,1.7944059429883055,1.3854564056382515,0.46911277662729844,0.8006895935395733,0.10543945012614131,1.5919924592599273,0.10430840216577053,0.10430840216577053,1.5359789543435909,11,1,0,1
0.1506144863087684,1.1655073681031354,0.10430840216577053,0.8801051331101917,0.6772782014450058,0.10430840216577053,2.3897433093916334,1.6796282963478006,0.9231666123960167,0.7057455402391497,0.10545712104067206,2.1749632374121575,0.10430840216577053,0.10430840216577053,1.9577954823762411,6,1,0,1
0.025804272445384413,1.116262587660458,0.10430840216577053,0.637083521229215,0.7568525592214428,0.10430840216577053,2.199337639960504,1.6742168109631166,0.7294361588428728,0.866194144677138,0.10510222613811493,1.5610030191892292,0.10430840216577053,0.10430840216577053,2.1016536157403607,14,1,0,1
